"site","POLYID","Freq","experiment","year","input_type","modelled_SOC","init_active_frac","init_slow_frac","init_passive_frac"
"E5_Field 1.3_RT_N45P0_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.2595166246677,24.2641037496033,5.57642962572907
"E5_Field 1.3_RT_N45P0_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880259
"E5_Field 1.3_RT_N45P20_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.2595166246677,24.2641037496033,5.57642962572907
"E5_Field 1.3_RT_N45P20_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880259
"E5_Field 2.2_RT_N0P0_CR2","828001",108,"E5",1922,"c(""0-15"", ""15-30"")",55.90657,20.3505204659109,28.9631186314677,6.59293090262146
"E5_Field 2.2_RT_N0P20_CR2","828001",108,"E5",1922,"c(""0-15"", ""15-30"")",55.90657,20.3505204659109,28.9631186314677,6.59293090262146
"E5_Field 2.2_RT_N45P0_CR2","828001",108,"E5",1922,"c(""0-15"", ""15-30"")",55.90657,20.3505204659109,28.9631186314677,6.59293090262146
"E5_Field 2.2_RT_N45P20_CR2","828001",108,"E5",1922,"c(""0-15"", ""15-30"")",55.90657,20.3505204659109,28.9631186314677,6.59293090262146
"E5_Field 2.3_RT_N0P0_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1576506480636,24.3855436987718,5.55685565316459
"E5_Field 2.3_RT_N0P0_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880259
"E5_Field 2.3_RT_N0P20_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1576506480636,24.3855436987718,5.55685565316459
"E5_Field 2.3_RT_N0P20_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880259
"E5_Field 2.3_RT_N45P0_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1576506480636,24.3855436987718,5.55685565316459
"E5_Field 2.3_RT_N45P0_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880259
"E5_Field 2.3_RT_N45P20_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1576506480636,24.3855436987718,5.55685565316459
"E5_Field 2.3_RT_N45P20_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880259
"E5_Field 3.3_RT_N0P0_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1448638589423,24.4007875227913,5.55439861826644
"E5_Field 3.3_RT_N0P0_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880258
"E5_Field 3.3_RT_N0P20_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1448638589423,24.4007875227913,5.55439861826644
"E5_Field 3.3_RT_N0P20_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880258
"E5_Field 3.3_RT_N45P0_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1448638589423,24.4007875227913,5.55439861826644
"E5_Field 3.3_RT_N45P0_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880258
"E5_Field 3.3_RT_N45P20_CR3","828001",12,"E5",1922,"c(""0-15"", ""15-30"")",47.10005,17.1448638589423,24.4007875227913,5.55439861826644
"E5_Field 3.3_RT_N45P20_CR4","828001",96,"E5",1940,"c(""0-15"", ""15-30"")",46.095085,16.7790470900004,23.8801524611971,5.43588544880258
"E50_CT_CR25","705002",8,"E50",2001,"0-15",78,26.9766226994315,43.501989436042,7.52138786452646
"E50_CT_CR26","705002",8,"E50",2001,"0-15",78,26.9766226994315,43.501989436042,7.52138786452646
"E50_CT_CR27","705002",8,"E50",2001,"0-15",78,26.9766226994315,43.501989436042,7.52138786452646
"E50_NT_CR25","705002",8,"E50",2001,"0-15",81.4,44.7584519336107,31.2401946173511,5.40135344903821
"E50_NT_CR26","705002",8,"E50",2001,"0-15",81.4,44.7584519336107,31.2401946173511,5.40135344903821
"E50_NT_CR27","705002",8,"E50",2001,"0-15",81.4,44.7584519336107,31.2401946173511,5.40135344903821
"E51_CT","565023",15,"E51",2005,"0-30",63.9,14.5996366145854,41.6201153560748,7.68024802933982
"E51_NT","565023",15,"E51",2005,"0-30",78.5,37.1639860431682,34.8964906362665,6.43952332056529
"E52_CT_CR28","565023",11,"E52",2005,"0-30",76,17.730441700007,49.1920458929258,9.0775124070672
"E52_CT_CR29","565023",11,"E52",2005,"0-30",76,17.730441700007,49.1920458929258,9.0775124070672
"E52_CT_CR30","565023",11,"E52",2005,"0-30",76,17.730441700007,49.1920458929258,9.0775124070672
"E52_CT_CR31","565023",11,"E52",2005,"0-30",76,17.730441700007,49.1920458929258,9.0775124070672
"E52_CT_CR5","565023",11,"E52",2005,"0-30",76,17.2876438005945,49.7704744696561,8.94188172974942
"E52_NT_CR28","565023",11,"E52",2005,"0-30",89.4,42.9295570896036,39.2310535210129,7.23938938938349
"E52_NT_CR29","565023",11,"E52",2005,"0-30",89.4,42.9295570896036,39.2310535210129,7.23938938938349
"E52_NT_CR30","565023",11,"E52",2005,"0-30",89.4,42.9295570896036,39.2310535210129,7.23938938938349
"E52_NT_CR31","565023",11,"E52",2005,"0-30",89.4,42.9295570896036,39.2310535210129,7.23938938938349
"E52_NT_CR5","565023",11,"E52",2005,"0-30",89.4,42.196799346678,40.0141613295704,7.18903932375158
"E53_CT_CR1","825007",23,"E53",2004,"0-15",45.6,13.4080345695847,26.8073379422587,5.38462748815654
"E53_CT_CR2","825007",23,"E53",2004,"0-15",45.6,13.4080345695847,26.8073379422587,5.38462748815654
"E53_NT_CR1","825007",23,"E53",2004,"0-15",48,26.8032831433521,17.6512227335354,3.54549412311247
"E53_NT_CR2","825007",23,"E53",2004,"0-15",48,26.8032831433521,17.6512227335354,3.54549412311247
"E54_CT_CR32","767001",24,"E54",2004,"0-15",50.75,16.8041187450328,28.4260507805073,5.51983047445991
"E54_CT_CR33","767001",24,"E54",2004,"0-15",50.75,16.8041187450328,28.4260507805073,5.51983047445991
"E54_CT_CR34","767001",24,"E54",2004,"0-15",50.75,16.5019623403413,28.7836745046904,5.4643631549683
"E54_NT_CR32","767001",24,"E54",2004,"0-15",56.65,33.1263276967077,19.6985636759556,3.82510862733667
"E54_NT_CR33","767001",24,"E54",2004,"0-15",56.65,33.1263276967077,19.6985636759556,3.82510862733667
"E54_NT_CR34","767001",24,"E54",2004,"0-15",56.65,32.7540090030313,20.0833237121188,3.81266728484996
"E55_CT","727006",26,"E55",2005,"0-15",131.65,44.4686444580937,73.9803249525487,13.2010305893576
"E55_NT","727006",26,"E55",2005,"0-15",132.15,73.9542085964406,49.3837648215572,8.81202658200216
"E56_CT","744005",11,"E56",2001,"0-15",99.5,30.9466753950242,57.3285971227597,11.224727482216
"E56_NT","744005",11,"E56",2001,"0-15",106.1,61.341999143282,37.4294523849932,7.32854847172484
"E57_CT","692009",26,"E57",2005,"0-15",84.75,26.5085036707669,48.4289997320388,9.81249659719433
"E57_NT","692009",26,"E57",2005,"0-15",88.05,51.0826182518312,30.7391367600843,6.22824498808454
"E58_CT_CR35","570007",22,"E58",2014,"0-30",78.5,17.198127893018,51.9102465671317,9.39162553985023
"E58_CT_CR5","570007",22,"E58",2014,"0-30",78.5,17.198127893018,51.9102465671317,9.39162553985023
"E58_NT_CR35","570007",22,"E58",2014,"0-30",76.2,35.0496086671899,34.846031401655,6.30435993115509
"E58_NT_CR5","570007",22,"E58",2014,"0-30",76.2,35.0496086671899,34.846031401655,6.30435993115509
"E59_CT","570007",12,"E59",2004,"0-30",68.7,15.2398408910334,45.3656436323564,8.09451547661015
"E59_NT","570007",12,"E59",2004,"0-30",68.9,31.9656055537123,31.3420798619759,5.59231458431173
"E6_Field 1.1_CT_T1_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.1165,14.3042088742606,28.9893717352924,5.822919390447
"E6_Field 1.10_CT_T17_CR12","825005",12,"E6",1976,"c(""0-15"", ""15-30"")",54.54,15.8836959474346,32.190411255746,6.46589279681938
"E6_Field 1.10_CT_T18_CR11","825005",39,"E6",1981,"c(""0-15"", ""15-30"")",45.894,13.0700621217088,27.4547005522559,5.36923732603529
"E6_Field 1.11_CT_T19_CR13","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",45.20475,13.1649890792042,26.6805921014519,5.35916881934399
"E6_Field 1.12_CT_T20_CR10","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.07,13.7082062384625,27.7814935425003,5.58030021903719
"E6_Field 1.2_CT_T2_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.97866667,14.5552978592678,29.4982367825659,5.9251320281663
"E6_Field 1.3_CT_T3_CR2","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.48233333,13.5501214862325,28.3704345826282,5.56177726113937
"E6_Field 1.4_CT_T4_CR3","825005",17,"E6",1976,"c(""0-15"", ""15-30"")",52.011,15.1471747327103,30.697753572105,6.16607169518469
"E6_Field 1.4_CT_T5_CR4","825005",9,"E6",1984,"c(""0-15"", ""15-30"")",52.2261,15.209818352041,30.8247091544503,6.19157249350878
"E6_Field 1.4_CT_T6_CR5","825005",25,"E6",1993,"c(""0-15"", ""15-30"")",54.85126667,16.0366277943516,32.3222620158243,6.49237685982411
"E6_Field 1.5_CT_T7_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.09866667,13.7165548389412,27.7984130858929,5.58369874516594
"E6_Field 1.6_CT_T10_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672,19.7836273298388,42.5238828501894,8.36448981997178
"E6_Field 1.6_CT_T8_CR6","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",50.79733333,14.8844940447976,29.8686547279353,6.04418455726714
"E6_Field 1.6_CT_T9_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.3239,14.947070451715,30.292215772805,6.08461377547998
"E6_Field 1.7_CT_T11_CR9","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",54.31633333,15.5003527352601,32.4537122217071,6.3622683730328
"E6_Field 1.7_CT_T12_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.52226667,15.0048408197456,30.4092950666578,6.10813078359663
"E6_Field 1.7_CT_T13_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111,20.1973549038918,43.7522531033507,8.55650310275744
"E6_Field 1.8_CT_T14_CR10","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",55.9545,16.2956410871054,33.0252725817682,6.63358633112633
"E6_Field 1.9_CT_T15_CR10","825005",12,"E6",1976,"c(""0-15"", ""15-30"")",56.28,16.3904365222152,33.217388072486,6.67217540529877
"E6_Field 1.9_CT_T16_CR11","825005",39,"E6",1981,"c(""0-15"", ""15-30"")",57.042,16.6123539463433,33.6671330922307,6.76251296142595
"E6_Field 2.1_CT_T1_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.1165,14.3042088742606,28.9893717352924,5.822919390447
"E6_Field 2.11_CT_T19_CR13","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",45.20475,13.1649890792041,26.6805921014519,5.35916881934399
"E6_Field 2.2_CT_T2_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.97866667,14.5552978592678,29.4982367825659,5.9251320281663
"E6_Field 2.3_CT_T3_CR2","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.48233333,13.5501214862325,28.3704345826282,5.56177726113937
"E6_Field 2.4_CT_T4_CR3","825005",17,"E6",1976,"c(""0-15"", ""15-30"")",52.011,15.1471747327103,30.697753572105,6.16607169518469
"E6_Field 2.4_CT_T5_CR4","825005",9,"E6",1984,"c(""0-15"", ""15-30"")",52.2261,15.209818352041,30.8247091544503,6.19157249350878
"E6_Field 2.4_CT_T6_CR5","825005",25,"E6",1993,"c(""0-15"", ""15-30"")",54.85126667,16.0366277943516,32.3222620158243,6.49237685982411
"E6_Field 2.5_CT_T7_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.09866667,13.7165548389412,27.7984130858929,5.58369874516594
"E6_Field 2.6_CT_T10_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672,20.135735805763,42.0832556969077,8.45300849732924
"E6_Field 2.6_CT_T8_CR6","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",50.79733333,14.7937183269931,29.9814274035188,6.02218759948808
"E6_Field 2.6_CT_T9_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.3239,14.9470704517151,30.292215772805,6.08461377547998
"E6_Field 2.7_CT_T11_CR9","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",54.31633333,15.8185574549547,32.0583994828912,6.43937639215415
"E6_Field 2.7_CT_T12_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.52226667,15.0048408197456,30.4092950666578,6.10813078359663
"E6_Field 2.7_CT_T13_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111,20.8081277564664,42.9879343728083,8.71004898072538
"E6_Field 3.1_CT_T1_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.1165,14.3042088742606,28.9893717352924,5.822919390447
"E6_Field 3.2_CT_T2_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.97866667,14.5552978592678,29.4982367825659,5.9251320281663
"E6_Field 3.3_CT_T3_CR2","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.48233333,13.8282901629714,28.0248595026607,5.62918366436787
"E6_Field 3.4_CT_T4_CR3","825005",17,"E6",1976,"c(""0-15"", ""15-30"")",52.011,15.1471747327103,30.697753572105,6.16607169518469
"E6_Field 3.4_CT_T5_CR4","825005",9,"E6",1984,"c(""0-15"", ""15-30"")",52.2261,15.209818352041,30.8247091544503,6.19157249350878
"E6_Field 3.4_CT_T6_CR5","825005",25,"E6",1993,"c(""0-15"", ""15-30"")",54.85126667,16.0366277943516,32.3222620158243,6.49237685982411
"E6_Field 3.5_CT_T7_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.09866667,13.7165548389412,27.7984130858929,5.58369874516594
"E6_Field 3.6_CT_T10_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672,NA,NA,NA
"E6_Field 3.6_CT_T8_CR6","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",50.79733333,14.7937183269931,29.9814274035188,6.02218759948808
"E6_Field 3.6_CT_T9_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.3239,14.9470704517151,30.292215772805,6.08461377547998
"E6_Field 3.7_CT_T11_CR9","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",54.31633333,15.8185574549547,32.0583994828912,6.43937639215415
"E6_Field 3.7_CT_T12_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.52226667,15.0048408197456,30.4092950666578,6.10813078359663
"E6_Field 3.7_CT_T13_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111,20.2391209062179,43.6999872933313,8.5670029104508
"E60_CT","560003",25,"E60",2004,"0-30",42.8,9.80875097070467,27.6785887859553,5.31266024334
"E60_NT","560003",25,"E60",2004,"0-30",43.3,20.5422010204774,19.0930558302992,3.6647431492234
"E61_CT","541041",13,"E61",2004,"0-30",69.9,17.8950815101887,44.3920397908569,7.61287869895449
"E61_NT","541041",13,"E61",2004,"0-30",71.2,36.3782425484598,29.7242816115401,5.09747584000015
"E62_CT","536013",20,"E62",2004,"0-30",66.2,17.8197614172584,37.743566189676,10.6366723930656
"E62_NT","536013",20,"E62",2004,"0-30",66.2,34.947663235874,24.3813316302995,6.87100513382652
"E63_CT_CR39","598001",12,"E63",2003,"0-15",45.8,15.0062532455499,24.1494095771179,6.64433717733221
"E63_CT_CR41","598001",12,"E63",2003,"0-15",45.8,15.50228369455,23.5063913731849,6.79132493226518
"E63_CT_CR42","598001",12,"E63",2003,"0-15",45.8,15.5369975144853,23.4613908733335,6.80161161218116
"E63_NT_CR39","598001",12,"E63",2003,"0-15",49.6,29.5958717015711,15.6878567380619,4.31627156036692
"E63_NT_CR41","598001",12,"E63",2003,"0-15",49.6,30.175035414642,15.0707999028806,4.35416468247738
"E63_NT_CR42","598001",12,"E63",2003,"0-15",49.6,30.2150015424951,15.0282188989073,4.35677955859762
"E64_CT","705006",4,"E64",2001,"0-15",82.8,26.0856296594835,46.19455729017,10.5198130503465
"E64_NT","705006",4,"E64",2001,"0-15",82,47.782012612571,27.8709746618428,6.3470127255862
"E65_CT","570007",29,"E65",2010,"0-30",88.5,19.3085649071923,58.5911055005489,10.6003295922587
"E65_NT","570007",29,"E65",2010,"0-30",96.2,44.1219192761335,44.0995669169947,7.97851380687183
"E66_CT","570007",16,"E66",2008,"0-30",67.4,15.6599444397079,43.384126935687,8.3559286246051
"E66_NT","570007",16,"E66",2008,"0-30",71,33.9995063613173,31.0249785262238,5.97551511245889
"E67_CT_CR1","825007",12,"E67",1993,"0-15",45.8,13.4668417387496,26.9249139858651,5.4082442753853
"E67_CT_CR2","825007",12,"E67",1993,"0-15",45.8,13.4668417387496,26.9249139858651,5.4082442753853
"E67_NT_CR1","825007",12,"E67",1993,"0-15",47.8,26.6916027969215,17.5776759721457,3.53072123093284
"E67_NT_CR2","825007",12,"E67",1993,"0-15",47.8,26.6916027969215,17.5776759721457,3.53072123093284
"E68_CT_CR2","808017",11,"E68",1992,"0-15",44.15,13.2591015261366,25.9686098224094,4.92228865145408
"E68_NT_CR2","808017",11,"E68",1992,"0-15",46.65,26.3948919210942,17.0275720227716,3.22753605613415
"E69_CT_CR32","767001",16,"E69",1994,"0-15",52.2,17.2842364234623,29.2382236599504,5.67753991658734
"E69_CT_CR33","767001",16,"E69",1994,"0-15",52.2,17.2842364234623,29.2382236599504,5.67753991658734
"E69_CT_CR34","767001",16,"E69",1994,"0-15",52.2,16.9734469786368,29.6060652048244,5.62048781653882
"E69_NT_CR32","767001",16,"E69",1994,"0-15",56.6,33.0970899847071,19.6811774767712,3.82173253852172
"E69_NT_CR33","767001",16,"E69",1994,"0-15",56.6,33.0970899847071,19.6811774767712,3.82173253852172
"E69_NT_CR34","767001",16,"E69",1994,"0-15",56.6,32.725099904176,20.0655979189042,3.80930217691982
"E7_Field 1T1","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333,24.2339683290357,33.5672551664453,6.74245108785227
"E7_Field 1T2","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667,24.0726150171957,33.3437594633501,6.69755886062093
"E7_Field 1T3","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845,23.8404428794822,33.0221703086827,6.6329631963351
"E7_Field 1T4","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435,23.5127556753622,32.5682801390611,6.54179302907668
"E7_Field 1T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,23.8172485217152,32.9900430518087,6.62650998897614
"E7_Field 1T6","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.72408625,24.6771730137689,34.1811523433916,6.86576089283951
"E7_Field 1T7","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",67.3809965421667,25.299286827456,35.0428623548546,7.03884735985603
"E7_Field 1T8","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",58.6734720833333,22.0299056941085,30.5143365579487,6.12922983127606
"E7_Field 1T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,23.7966601302986,32.9615254034086,6.62078182179283
"E7_Field 2T1","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333,24.2339683290357,33.5672551664453,6.74245108785227
"E7_Field 2T2","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667,24.0726150171957,33.3437594633501,6.69755886062093
"E7_Field 2T3","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845,23.8404428794822,33.0221703086827,6.6329631963351
"E7_Field 2T4","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435,23.5127556753622,32.5682801390611,6.54179302907668
"E7_Field 2T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,23.8172485217152,32.9900430518087,6.62650998897614
"E7_Field 2T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,23.3738493731673,33.447939907771,6.55717807456171
"E7_Field 3T1","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333,24.2339683290357,33.5672551664453,6.74245108785228
"E7_Field 3T2","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667,24.0726150171957,33.3437594633501,6.69755886062093
"E7_Field 3T3","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845,23.8404428794822,33.0221703086827,6.6329631963351
"E7_Field 3T4","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435,23.5127556753623,32.5682801390611,6.54179302907668
"E7_Field 3T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,23.8172485217152,32.9900430518087,6.62650998897614
"E7_Field 3T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,23.7966601302986,32.9615254034086,6.62078182179283
"E7_Field 4T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,23.8172485217152,32.9900430518087,6.62650998897614
"E7_Field 4T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,23.3738493731673,33.447939907771,6.5571780745617
"E70_CT_CR19","754010",8,"E70",1993,"0-15",59.05,20.2058895020073,33.029363966118,5.81474653187472
"E70_CT_CR20","754010",8,"E70",1993,"0-15",59.05,19.8749850691434,33.4090941160511,5.76592081480549
"E70_CT_CR45","754010",8,"E70",1993,"0-15",59.05,20.2058895020073,33.029363966118,5.81474653187472
"E70_NT_CR19","754010",8,"E70",1993,"0-15",63.15,35.0780826127723,23.8697080386859,4.2022093485418
"E70_NT_CR20","754010",8,"E70",1993,"0-15",63.15,34.6878117567015,24.2730201238581,4.18916811944042
"E70_NT_CR45","754010",8,"E70",1993,"0-15",63.15,35.0780826127723,23.8697080386859,4.2022093485418
"E71_CT","705002",25,"E71",1994,"0-15",77.2,30.2210919469275,39.9464277318413,7.03248032123122
"E71_NT","705002",25,"E71",1994,"0-15",84.3,46.8263240579051,31.8640758141127,5.60960012798217
"E72_CT_CR1","820004",11,"E72",1993,"0-15",45.8,13.6809504486635,24.3363164829671,7.78273306836936
"E72_CT_CR2","820004",11,"E72",1993,"0-15",45.8,13.6809504486635,24.3363164829671,7.78273306836936
"E72_NT_CR1","820004",11,"E72",1993,"0-15",47.8,26.9554848926779,15.7937026055203,5.05081250180175
"E72_NT_CR2","820004",11,"E72",1993,"0-15",47.8,26.9554848926779,15.7937026055203,5.05081250180175
"E73_CT","705006",8,"E73",2005,"0-15",82.5,25.9911165085434,46.0271857057853,10.4816977856713
"E73_NT","705006",8,"E73",2005,"0-15",82.3,47.9568248538365,27.972941642313,6.37023350385054
"E74_CT","536013",16,"E74",2004,"0-30",54.5,14.6703473903411,31.0728754884794,8.7567771211794
"E74_NT","536013",16,"E74",2004,"0-30",53,27.9792470015305,19.5197972266748,5.50095577179465
"E75_CT","541041",13,"E75",2004,"0-60",86.1,22.042439456756,54.6803236908838,9.37723685236025
"E75_NT","541041",13,"E75",2004,"0-60",84.1,42.9692443585037,35.1097202743051,6.02103536719119
"E8_Field 1T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,16.2845705708863,30.0080923640975,6.16579018946057
"E8_Field 1T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,16.0144246152561,30.5279812275804,6.11479728160799
"E8_Field 1T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,30.6930236593693,18.6294478940597,3.82780970101546
"E8_Field 1T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,30.829625610462,19.3576766017061,3.87736966227626
"E8_Field 1T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,16.8032374862531,30.9638562655635,6.36217187262781
"E8_Field 1T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,17.1586095939596,31.6187116690424,6.4967256114425
"E8_Field 2T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,16.2845705708863,30.0080923640975,6.16579018946057
"E8_Field 2T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,16.3462681278709,30.121784400407,6.18915059616659
"E8_Field 2T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,30.6930236593693,18.6294478940597,3.82780970101546
"E8_Field 2T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,31.2210625007671,18.949946525639,3.89366284803828
"E8_Field 2T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,16.8032374862531,30.9638562655635,6.36217187262781
"E8_Field 2T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,17.1586095939596,31.6187116690424,6.4967256114425
"E8_Field 3T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,16.2845705708863,30.0080923640975,6.16579018946057
"E8_Field 3T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,15.9813614524356,30.5684525682078,6.10738910380114
"E8_Field 3T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,30.6930236593693,18.6294478940597,3.82780970101546
"E8_Field 3T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,30.790284765116,19.3986549720712,3.8757321372572
