"site","TrtID","POLYID","year","sand","cinput","ligfrac","nfrac","till","irrig"
"E4_129W","E4_16_RT_CR9",793011,1997,0.45,1.84412193624302,0.053,0.007,"RT",0
"E4_129W","E4_16_RT_CR9",793011,1998,0.45,2.3920970182278,0.053,0.007,"RT",0
"E4_129W","E4_16_RT_CR9",793011,1999,0.45,2.57353705795072,0.053,0.007,"RT",0
"E4_129W","E4_16_RT_CR9",793011,2000,0.45,1.15676623870746,0.053,0.007,"RT",0
"E4_129W","E4_16_RT_CR9",793011,2001,0.45,0.620792482657614,0.053,0.007,"RT",0
"E4_129W","E4_16_RT_CR9",793011,2002,0.45,0.986203815706832,0.075,0.008,"RT",0
"E4_129W","E4_16_RT_CR9",793011,2003,0.45,1.35161514875605,0.053,0.007,"RT",0
"E4_129W","E4_16_RT_CR9",793011,2004,0.45,2.95829700957404,0.053,0.007,"RT",0
"E4_130E","E4_133_RT_CR11",793011,2001,0.45,0.620792482657614,0.053,0.007,"RT",0
"E4_130E","E4_133_RT_CR11",793011,2002,0.45,0.892885456608175,0.047,0.0073,"RT",0
"E4_130E","E4_133_RT_CR11",793011,2003,0.45,1.03039053154773,0.053,0.007,"RT",0
"E4_130E","E4_133_RT_CR11",793011,2004,0.45,2.93708862190813,0.053,0.007,"RT",0
"E4_130W","E4_33_RT_CR11",793011,2001,0.45,0.611259637916544,0.053,0.007,"RT",0
"E4_130W","E4_33_RT_CR11",793011,2002,0.45,0.81443167032926,0.047,0.0073,"RT",0
"E4_130W","E4_33_RT_CR11",793011,2003,0.45,1.23702522981504,0.053,0.007,"RT",0
"E4_130W","E4_33_RT_CR11",793011,2004,0.45,2.89446954402289,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,1995,0.45,3.13931147992554,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,1996,0.45,1.49050521025349,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,1997,0.45,1.4386963270327,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,1998,0.45,2.81562922461799,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,1999,0.45,2.24516274747303,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,2000,0.45,0.202321717055158,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,2001,0.45,0.52500734914358,0.053,0.007,"RT",0
"E4_201W","E4_126_RT_CR5",793011,2002,0.45,2.13499520448514,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1985,0.45,0.573026963623541,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1986,0.45,0.25,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1987,0.45,0.920568385033938,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1988,0.45,0.25,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1989,0.45,1.64397683256933,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1990,0.45,0.25,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1991,0.45,2.26855914390456,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1992,0.45,0.25,0.053,0.007,"RT",0
"E4_202","E4_9_RT_CR2",793011,1993,0.45,3.7099932002372,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,1995,0.45,2.47582763763081,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,1996,0.45,1.08478080754271,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,1997,0.45,0.668305331580618,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,1998,0.45,1.72798712263076,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,1999,0.45,1.35161514875605,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,2000,0.45,0.902128671928505,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,2001,0.45,0.993938029284444,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,2002,0.45,1.33347980634998,0.053,0.007,"RT",0
"E4_202E","E4_9_RT_CR2",793011,2003,0.45,1.80284203313579,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,1995,0.45,3.13931147992554,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,1996,0.45,1.39527073280225,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,1997,0.45,1.36910506140882,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,1998,0.45,2.69196874155669,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,1999,0.45,2.30738896971876,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,2000,0.45,0.223027932446735,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,2001,0.45,0.957330876135638,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,2002,0.45,0.974776192874912,0.053,0.007,"RT",0
"E4_202W","E4_109_RT_CR2",793011,2003,0.45,1.593143351047,0.053,0.007,"RT",0
"E4_203","E4_29_RT_CR10",793011,1985,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1986,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1987,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1988,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1989,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1990,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1991,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1992,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203","E4_29_RT_CR10",793011,1993,0.45,0.25,0.0675164243040499,0.00751821545481613,"RT",0
"E4_203E","E4_29_RT_CR10",793011,1995,0.45,0.544245778056141,0.053,0.007,"RT",0
"E4_203E","E4_29_RT_CR10",793011,1996,0.45,1.05762882963294,0.053,0.007,"RT",0
"E4_203E","E4_29_RT_CR10",793011,1997,0.45,1.36036472496474,0.053,0.007,"RT",0
"E4_203E","E4_29_RT_CR10",793011,1998,0.45,2.11912374806677,0.053,0.007,"RT",0
"E4_203E","E4_29_RT_CR10",793011,1999,0.45,1.90154915230875,0.053,0.007,"RT",0
"E4_203E","E4_29_RT_CR10",793011,2000,0.45,0.975653826917265,0.053,0.007,"RT",0
"E4_203W","E4_129_RT_CR10",793011,1995,0.45,1.65241782092866,0.053,0.007,"RT",0
"E4_203W","E4_129_RT_CR10",793011,1996,0.45,1.01218356899346,0.053,0.007,"RT",0
"E4_203W","E4_129_RT_CR10",793011,1997,0.45,1.72798712263076,0.053,0.007,"RT",0
"E4_203W","E4_129_RT_CR10",793011,1998,0.45,2.9934951778397,0.053,0.007,"RT",0
"E4_203W","E4_129_RT_CR10",793011,1999,0.45,2.30738896971876,0.053,0.007,"RT",0
"E4_203W","E4_129_RT_CR10",793011,2000,0.45,0.52500734914358,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,1995,0.45,2.88020301911668,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,1996,0.45,1.26360897321577,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,1997,0.45,1.69448937385239,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,1998,0.45,2.91581286870328,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,1999,0.45,2.20600383688561,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,2000,0.45,0.620792482657614,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,2001,0.45,1.90314759207833,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,2002,0.45,1.97349611494164,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,2003,0.45,1.74468304172946,0.053,0.007,"RT",0
"E4_204W","E4_124_RT_CR5",793011,2004,0.45,3.06333561431809,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1985,0.45,0.25,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1986,0.45,2.1032187714673,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1987,0.45,0.25,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1988,0.45,1.14780133392619,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1989,0.45,0.25,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1990,0.45,1.07573972172672,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1991,0.45,0.25,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1992,0.45,0.948154843221194,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1993,0.45,1.37986332817253,0.053,0.007,"RT",0
"E4_205","E4_8_RT_CR2",793011,1994,0.45,2.39974911388939,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,1995,0.45,2.03122965907144,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,1996,0.45,1.29892309055357,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,1997,0.45,1.24589584624071,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,1998,0.45,1.67768739216944,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,1999,0.45,1.71962593848358,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,2000,0.45,0.883649864836017,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,2001,0.45,1.56912040584883,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,2002,0.45,1.77796934772489,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,2003,0.45,2.5627257823195,0.053,0.007,"RT",0
"E4_205E","E4_8_RT_CR2",793011,2004,0.45,3.47371430566532,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,1995,0.45,3.19401368041959,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,1996,0.45,1.31652424431762,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,1997,0.45,2.03122965907144,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,1998,0.45,2.7722376582154,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,1999,0.45,2.55110756900934,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,2000,0.45,0.408714948771078,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,2001,0.45,2.05161570912808,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,2002,0.45,2.15873969335605,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,2003,0.45,2.43310549325401,0.053,0.007,"RT",0
"E4_205W","E4_108_RT_CR2",793011,2004,0.45,3.32875832958794,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1951,0.45,1.31652424431762,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1952,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1953,0.45,1.51628680051672,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1954,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1955,0.45,1.51628680051672,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1956,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1957,0.45,1.23702522981504,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1958,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1959,0.45,1.65241782092866,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1960,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1961,0.45,0.246172596049117,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1962,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1963,0.45,0.486407744159239,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1964,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1965,0.45,1.99901445421403,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1966,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1967,0.45,1.03039053154773,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1968,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1969,0.45,1.86878554458008,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1970,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1971,0.45,1.55907503447673,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1972,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1973,0.45,0.929773608469406,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1974,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1975,0.45,2.15083321141372,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1976,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1977,0.45,0.993938029284444,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1978,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1979,0.45,1.08478080754271,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1980,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1981,0.45,2.35371520396855,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1982,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1983,0.45,1.68609281655544,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1984,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1985,0.45,0.83728123910939,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1986,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1987,0.45,0.948154843221194,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1988,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1989,0.45,2.06330921346392,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1990,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1991,0.45,1.60163797373358,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1992,0.45,0.25,0.053,0.007,"RT",0
"E4_207","E4_3_RT_CR2",793011,1993,0.45,2.20600383688561,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,1995,0.45,1.61860033921214,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,1996,0.45,0.601716675036642,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,1997,0.45,0.975653826917265,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,1998,0.45,1.11184675067908,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,1999,0.45,1.15676623870746,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,2000,0.45,0.687240040765485,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,2001,0.45,0.69669234823359,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,2002,0.45,1.09934619236328,0.053,0.007,"RT",0
"E4_207E","E4_3_RT_CR2",793011,2003,0.45,1.53342920754387,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,1995,0.45,2.52860694923773,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,1996,0.45,1.1836041415442,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,1997,0.45,1.99093939009085,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,1998,0.45,2.3614077731119,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,1999,0.45,2.1032187714673,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,2000,0.45,0.874395773856356,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,2001,0.45,0.809341952016588,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,2002,0.45,1.18340076370794,0.053,0.007,"RT",0
"E4_207W","E4_103_RT_CR2",793011,2003,0.45,1.49050521025349,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1951,0.45,1.24589584624071,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1952,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1953,0.45,1.52486252946519,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1954,0.45,0.515372808609604,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1955,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1956,0.45,2.53611507290369,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1957,0.45,0.408714948771078,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1958,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1959,0.45,1.6101236332312,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1960,0.45,0.929773608469406,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1961,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1962,0.45,0.874395773856356,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1963,0.45,0.611259637916544,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1964,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1965,0.45,2.15873969335605,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1966,0.45,0.408714948771078,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1967,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1968,0.45,1.58463975548521,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1969,0.45,1.1836041415442,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1970,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1971,0.45,1.36910506140882,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1972,0.45,0.883649864836017,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1973,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1974,0.45,0.865131876721725,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1975,0.45,1.08478080754271,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1976,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1977,0.45,0.929773608469406,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1978,0.45,1.49910815074496,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1979,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1980,0.45,2.31513038697399,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1981,0.45,1.6101236332312,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1982,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1983,0.45,1.72798712263076,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1984,0.45,0.988993561315381,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1985,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1986,0.45,1.90154915230875,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1987,0.45,0.447643858947248,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1988,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1989,0.45,1.95043603962949,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1990,0.45,1.24589584624071,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1991,0.45,0.25,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1992,0.45,1.49050521025349,0.053,0.007,"RT",0
"E4_208","E4_6_RT_CR3",793011,1993,0.45,1.97476368308627,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,1995,0.45,2.21385215111895,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,1996,0.45,0.818664915964493,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,1997,0.45,0.911353409800005,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,1998,0.45,1.22814523106241,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,1999,0.45,1.44735395709361,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,2000,0.45,0.83728123910939,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,2001,0.45,0.639827863179988,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,2002,0.45,0.818664915964493,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,2003,0.45,1.81457995147792,0.053,0.007,"RT",0
"E4_208E","E4_6_RT_CR3",793011,2004,0.45,2.8730584410901,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,1995,0.45,2.95829700957404,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,1996,0.45,1.29010855273627,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,1997,0.45,1.97476368308627,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,1998,0.45,2.48339143055002,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,1999,0.45,2.33830569693385,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,2000,0.45,0.69669234823359,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,2001,0.45,0.762578667329013,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,2002,0.45,1.03947957304274,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,2003,0.45,2.0374838133478,0.053,0.007,"RT",0
"E4_208W","E4_106_RT_CR3",793011,2004,0.45,3.03548805365285,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1951,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1952,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1953,0.45,2.01513904892527,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1954,0.45,0.687240040765485,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1955,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1956,0.45,0.900267725136098,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1957,0.45,1.5505354502722,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1958,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1959,0.45,1.82763610487539,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1960,0.45,0.911353409800005,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1961,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1962,0.45,1.32531088060031,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1963,0.45,0.787655440300155,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1964,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1965,0.45,2.78673208164785,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1966,0.45,0.630315220628291,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1967,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1968,0.45,1.99901445421403,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1969,0.45,1.03039053154773,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1970,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1971,0.45,1.24589584624071,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1972,0.45,1.78825236668981,0.046,0.009,"RT",0
"E4_209","E4_43_RT_CR6",793011,1973,0.45,0.25,0.0495,0.008,"RT",0
"E4_209","E4_43_RT_CR6",793011,1974,0.45,1.04855900219873,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1975,0.45,0.644017767370899,0.046,0.009,"RT",0
"E4_209","E4_43_RT_CR6",793011,1976,0.45,0.25,0.0495,0.008,"RT",0
"E4_209","E4_43_RT_CR6",793011,1977,0.45,1.90971847228651,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1978,0.45,2.10697194340446,0.046,0.009,"RT",0
"E4_209","E4_43_RT_CR6",793011,1979,0.45,0.25,0.0495,0.008,"RT",0
"E4_209","E4_43_RT_CR6",793011,1980,0.45,2.08728020379608,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1981,0.45,1.54338220669455,0.046,0.009,"RT",0
"E4_209","E4_43_RT_CR6",793011,1982,0.45,0.25,0.0495,0.008,"RT",0
"E4_209","E4_43_RT_CR6",793011,1983,0.45,1.75301779559987,0.053,0.007,"RT",0
"E4_209","E4_43_RT_CR6",793011,1984,0.45,1.28584135578218,0.046,0.009,"RT",0
"E4_209","E4_12_RT_CR3",793011,1985,0.45,0.818664915964493,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1986,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1987,0.45,1.12084966203359,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1988,0.45,0.173643811488232,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1989,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1990,0.45,1.72798712263076,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1991,0.45,1.71962593848358,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1992,0.45,0.25,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1993,0.45,3.24149943403101,0.053,0.007,"RT",0
"E4_209","E4_12_RT_CR3",793011,1994,0.45,2.05530201067482,0.053,0.007,"RT",0
