"site","POLYID","Freq","experiment","year","input_type","modelled_SOC","init_active_frac","init_slow_frac","init_passive_frac"
"E6_Field 1.11_CT_T19_CR13","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",45.20475,NA,NA,NA
"E6_Field 1.12_CT_T20_CR10","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.07,NA,NA,NA
"E6_Field 1.2_CT_T2_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.97866667,NA,NA,NA
"E6_Field 1.3_CT_T3_CR2","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.48233333,NA,NA,NA
"E6_Field 1.4_CT_T4_CR3","825005",17,"E6",1976,"c(""0-15"", ""15-30"")",52.011,NA,NA,NA
"E6_Field 1.4_CT_T5_CR4","825005",9,"E6",1984,"c(""0-15"", ""15-30"")",52.2261,NA,NA,NA
"E6_Field 1.4_CT_T6_CR5","825005",25,"E6",1993,"c(""0-15"", ""15-30"")",54.85126667,NA,NA,NA
"E6_Field 1.5_CT_T7_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.09866667,NA,NA,NA
"E6_Field 1.6_CT_T10_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672,NA,NA,NA
"E6_Field 1.6_CT_T8_CR6","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",50.79733333,NA,NA,NA
"E6_Field 1.6_CT_T9_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.3239,NA,NA,NA
"E6_Field 1.7_CT_T11_CR9","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",54.31633333,NA,NA,NA
"E6_Field 1.7_CT_T12_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.52226667,NA,NA,NA
"E6_Field 1.7_CT_T13_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111,NA,NA,NA
"E6_Field 1.8_CT_T14_CR10","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",55.9545,NA,NA,NA
"E6_Field 1.9_CT_T15_CR10","825005",12,"E6",1976,"c(""0-15"", ""15-30"")",56.28,NA,NA,NA
"E6_Field 1.9_CT_T16_CR11","825005",39,"E6",1981,"c(""0-15"", ""15-30"")",57.042,NA,NA,NA
"E6_Field 2.1_CT_T1_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.1165,NA,NA,NA
"E6_Field 2.11_CT_T19_CR13","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",45.20475,NA,NA,NA
"E6_Field 2.2_CT_T2_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.97866667,NA,NA,NA
"E6_Field 2.3_CT_T3_CR2","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.48233333,NA,NA,NA
"E6_Field 2.4_CT_T4_CR3","825005",17,"E6",1976,"c(""0-15"", ""15-30"")",52.011,NA,NA,NA
"E6_Field 2.4_CT_T5_CR4","825005",9,"E6",1984,"c(""0-15"", ""15-30"")",52.2261,NA,NA,NA
"E6_Field 2.4_CT_T6_CR5","825005",25,"E6",1993,"c(""0-15"", ""15-30"")",54.85126667,NA,NA,NA
"E6_Field 2.5_CT_T7_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.09866667,NA,NA,NA
"E6_Field 2.6_CT_T10_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672,NA,NA,NA
"E6_Field 2.6_CT_T8_CR6","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",50.79733333,NA,NA,NA
"E6_Field 2.6_CT_T9_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.3239,NA,NA,NA
"E6_Field 2.7_CT_T11_CR9","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",54.31633333,NA,NA,NA
"E6_Field 2.7_CT_T12_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.52226667,NA,NA,NA
"E6_Field 2.7_CT_T13_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111,NA,NA,NA
"E6_Field 3.1_CT_T1_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.1165,NA,NA,NA
"E6_Field 3.2_CT_T2_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",49.97866667,NA,NA,NA
"E6_Field 3.3_CT_T3_CR2","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.48233333,NA,NA,NA
"E6_Field 3.4_CT_T4_CR3","825005",17,"E6",1976,"c(""0-15"", ""15-30"")",52.011,NA,NA,NA
"E6_Field 3.4_CT_T5_CR4","825005",9,"E6",1984,"c(""0-15"", ""15-30"")",52.2261,NA,NA,NA
"E6_Field 3.4_CT_T6_CR5","825005",25,"E6",1993,"c(""0-15"", ""15-30"")",54.85126667,NA,NA,NA
"E6_Field 3.5_CT_T7_CR1","825005",51,"E6",1976,"c(""0-15"", ""15-30"")",47.09866667,NA,NA,NA
"E6_Field 3.6_CT_T10_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672,NA,NA,NA
"E6_Field 3.6_CT_T8_CR6","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",50.79733333,NA,NA,NA
"E6_Field 3.6_CT_T9_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.3239,NA,NA,NA
"E6_Field 3.7_CT_T11_CR9","825005",18,"E6",1976,"c(""0-15"", ""15-30"")",54.31633333,NA,NA,NA
"E6_Field 3.7_CT_T12_CR7","825005",21,"E6",1990,"c(""0-15"", ""15-30"")",51.52226667,NA,NA,NA
"E6_Field 3.7_CT_T13_CR8","825005",12,"E6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111,NA,NA,NA
"E60_CT","560003",25,"E60",2004,"0-30",42.8,NA,NA,NA
"E60_NT","560003",25,"E60",2004,"0-30",43.3,NA,NA,NA
"E61_CT","541041",13,"E61",2004,"0-30",69.9,NA,NA,NA
"E61_NT","541041",13,"E61",2004,"0-30",71.2,NA,NA,NA
"E62_CT","536013",20,"E62",2004,"0-30",66.2,NA,NA,NA
"E62_NT","536013",20,"E62",2004,"0-30",66.2,NA,NA,NA
"E63_CT_CR39","598001",12,"E63",2003,"0-15",45.8,NA,NA,NA
"E63_CT_CR41","598001",12,"E63",2003,"0-15",45.8,NA,NA,NA
"E63_CT_CR42","598001",12,"E63",2003,"0-15",45.8,NA,NA,NA
"E63_NT_CR39","598001",12,"E63",2003,"0-15",49.6,NA,NA,NA
"E63_NT_CR41","598001",12,"E63",2003,"0-15",49.6,NA,NA,NA
"E63_NT_CR42","598001",12,"E63",2003,"0-15",49.6,NA,NA,NA
"E64_CT","705006",4,"E64",2001,"0-15",82.8,NA,NA,NA
"E64_NT","705006",4,"E64",2001,"0-15",82,NA,NA,NA
"E65_CT","570007",29,"E65",2010,"0-30",88.5,NA,NA,NA
"E65_NT","570007",29,"E65",2010,"0-30",96.2,NA,NA,NA
"E66_CT","570007",16,"E66",2008,"0-30",67.4,NA,NA,NA
"E66_NT","570007",16,"E66",2008,"0-30",71,NA,NA,NA
"E67_CT_CR1","825007",12,"E67",1993,"0-15",45.8,NA,NA,NA
"E67_CT_CR2","825007",12,"E67",1993,"0-15",45.8,NA,NA,NA
"E67_NT_CR1","825007",12,"E67",1993,"0-15",47.8,NA,NA,NA
"E67_NT_CR2","825007",12,"E67",1993,"0-15",47.8,NA,NA,NA
"E68_CT_CR2","808017",11,"E68",1992,"0-15",44.15,NA,NA,NA
"E68_NT_CR2","808017",11,"E68",1992,"0-15",46.65,NA,NA,NA
"E69_CT_CR32","767001",16,"E69",1994,"0-15",52.2,NA,NA,NA
"E69_CT_CR33","767001",16,"E69",1994,"0-15",52.2,NA,NA,NA
"E69_CT_CR34","767001",16,"E69",1994,"0-15",52.2,NA,NA,NA
"E69_NT_CR32","767001",16,"E69",1994,"0-15",56.6,NA,NA,NA
"E69_NT_CR33","767001",16,"E69",1994,"0-15",56.6,NA,NA,NA
"E69_NT_CR34","767001",16,"E69",1994,"0-15",56.6,NA,NA,NA
"E7_Field 1T1","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333,NA,NA,NA
"E7_Field 1T2","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667,NA,NA,NA
"E7_Field 1T3","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845,NA,NA,NA
"E7_Field 1T4","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435,NA,NA,NA
"E7_Field 1T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,NA,NA,NA
"E7_Field 1T6","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.72408625,NA,NA,NA
"E7_Field 1T7","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",67.3809965421667,NA,NA,NA
"E7_Field 1T8","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",58.6734720833333,NA,NA,NA
"E7_Field 1T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,NA,NA,NA
"E7_Field 2T1","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333,NA,NA,NA
"E7_Field 2T2","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667,NA,NA,NA
"E7_Field 2T3","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845,NA,NA,NA
"E7_Field 2T4","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435,NA,NA,NA
"E7_Field 2T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,NA,NA,NA
"E7_Field 2T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,NA,NA,NA
"E7_Field 3T1","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333,NA,NA,NA
"E7_Field 3T2","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667,NA,NA,NA
"E7_Field 3T3","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845,NA,NA,NA
"E7_Field 3T4","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435,NA,NA,NA
"E7_Field 3T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,NA,NA,NA
"E7_Field 3T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,NA,NA,NA
"E7_Field 4T5","825005",31,"E7",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625,NA,NA,NA
"E7_Field 4T9","825005",31,"E7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555,NA,NA,NA
"E70_CT_CR19","754010",8,"E70",1993,"0-15",59.05,NA,NA,NA
"E70_CT_CR20","754010",8,"E70",1993,"0-15",59.05,NA,NA,NA
"E70_CT_CR45","754010",8,"E70",1993,"0-15",59.05,NA,NA,NA
"E70_NT_CR19","754010",8,"E70",1993,"0-15",63.15,NA,NA,NA
"E70_NT_CR20","754010",8,"E70",1993,"0-15",63.15,NA,NA,NA
"E70_NT_CR45","754010",8,"E70",1993,"0-15",63.15,NA,NA,NA
"E71_CT","705002",25,"E71",1994,"0-15",77.2,NA,NA,NA
"E71_NT","705002",25,"E71",1994,"0-15",84.3,NA,NA,NA
"E72_CT_CR1","820004",11,"E72",1993,"0-15",45.8,NA,NA,NA
"E72_CT_CR2","820004",11,"E72",1993,"0-15",45.8,NA,NA,NA
"E72_NT_CR1","820004",11,"E72",1993,"0-15",47.8,NA,NA,NA
"E72_NT_CR2","820004",11,"E72",1993,"0-15",47.8,NA,NA,NA
"E73_CT","705006",8,"E73",2005,"0-15",82.5,NA,NA,NA
"E73_NT","705006",8,"E73",2005,"0-15",82.3,NA,NA,NA
"E74_CT","536013",16,"E74",2004,"0-30",54.5,NA,NA,NA
"E74_NT","536013",16,"E74",2004,"0-30",53,NA,NA,NA
"E75_CT","541041",13,"E75",2004,"0-60",86.1,NA,NA,NA
"E75_NT","541041",13,"E75",2004,"0-60",84.1,NA,NA,NA
"E8_Field 1T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,NA,NA,NA
"E8_Field 1T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,NA,NA,NA
"E8_Field 1T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,NA,NA,NA
"E8_Field 1T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,NA,NA,NA
"E8_Field 1T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,NA,NA,NA
"E8_Field 1T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,NA,NA,NA
"E8_Field 2T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,NA,NA,NA
"E8_Field 2T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,NA,NA,NA
"E8_Field 2T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,NA,NA,NA
"E8_Field 2T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,NA,NA,NA
"E8_Field 2T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,NA,NA,NA
"E8_Field 2T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,NA,NA,NA
"E8_Field 3T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,NA,NA,NA
"E8_Field 3T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,NA,NA,NA
"E8_Field 3T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,NA,NA,NA
"E8_Field 3T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,NA,NA,NA
"E8_Field 3T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,NA,NA,NA
"E8_Field 3T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,NA,NA,NA
"E8_Field 4T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,NA,NA,NA
"E8_Field 4T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,NA,NA,NA
"E8_Field 4T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,NA,NA,NA
"E8_Field 4T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,NA,NA,NA
"E8_Field 4T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,NA,NA,NA
"E8_Field 4T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,NA,NA,NA
"E8_Field 5T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,NA,NA,NA
"E8_Field 5T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,NA,NA,NA
"E8_Field 5T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,NA,NA,NA
"E8_Field 5T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,NA,NA,NA
"E8_Field 5T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,NA,NA,NA
"E8_Field 5T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,NA,NA,NA
"E8_Field 6T2","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444,NA,NA,NA
"E8_Field 6T3","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445,NA,NA,NA
"E8_Field 6T4","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445,NA,NA,NA
"E8_Field 6T5","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444,NA,NA,NA
"E8_Field 6T7","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444,NA,NA,NA
"E8_Field 6T8","767001",19,"E8",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445,NA,NA,NA
